标题,标题1,作者,内容
第六版 理论评论,抓实党性教育主课,,"核心阅读
●要把习近平新时代中国特色社会主义思想作为党性教育的重中之重，深刻领悟其中饱含的对党、对人民、对国家民族的无限深情，蕴涵的对马克思主义、共产主义、中国特色社会主义的崇高信仰
●党性教育从来不是抽象的，内含着深刻的价值原则和价值立场，只有将其投放到我们所处的时代和实践视野下，与每个党员干部对世界、人生、工作、生活的认识和实践结合起来，才能真正将其具象化、具体化、实践化
党性教育更加扎实，广大干部理想信念、党性观念、宗旨意识进一步强化，思想觉悟、政德修养、品行作风进一步提高，信仰之基、从政之基、廉政之基进一步牢固。
——摘自《2018-2022年全国干部教育培训规划》
《2018-2022年全国干部教育培训规划》提出，要加强党性教育，使广大干部信仰之基、从政之基、廉政之基进一步牢固。抓好党性教育这个主业，讲好党性教育这个主课，就要全面把握好党性教育的价值逻辑和实践要求，做到知之深、信之笃、行之实，切实增强党性教育的针对性和实效性，帮助干部筑牢忠诚品格、提升道德修养，锤炼过硬操守。
重在高举旗帜、聚焦主题、导向鲜明。加强党性教育是党的建设的内在要求，是我们党的优良传统和宝贵经验，也是干部教育培训紧跟大局大势，服务干部成长的关键内容。为此，新时代党性教育要高举旗帜。坚持用习近平新时代中国特色社会主义思想武装干部，这是党性教育的基础，是解决党性深层次问题的根本遵循。要把习近平新时代中国特色社会主义思想作为党性教育的重中之重，深刻领悟其中饱含的对党、对人民、对国家民族的无限深情，蕴涵的对马克思主义、共产主义、中国特色社会主义的崇高信仰，推动学习不断往深里走、往实里走、往心里走，始终树牢“四个意识”，坚定“四个自信”。新时代党性教育要聚焦主题。要把“初心和使命”作为核心主题，突出特色，创新载体，将学习贯彻落实党的十九大精神实体化、具象化，教育引导广大党员干部以永不懈怠的精神状态和一往无前的奋斗姿态，朝着实现中华民族伟大复兴的宏伟目标奋勇前进。新时代党性教育要导向鲜明。新时代党的建设总要求提出，要把党建设成为始终走在时代前列、人民衷心拥护、勇于自我革命、经得起各种风浪考验、朝气蓬勃的马克思主义执政党。这也是新时代党性教育所要实现的核心导向。我们要紧扣新时代新精神，使每一堂党性教育课程都体现强有力的宣誓性，树立奋发有为的鲜明导向，以期激励广大党员干部紧跟新时代，体现新担当，实现新作为，凝聚起创新创造创业的强大合力。
重在立意高远、情理交融、突出特色。党性教育从来不是抽象的，内含着深刻的价值原则和价值立场，只有将其投放到我们所处的时代和实践视野下，与每个党员干部对世界、人生、工作、生活的认识和实践结合起来，才能真正将其具象化、具体化、实践化。为此，新时代党性教育要立意高远。青海最宝贵的财富是精神。高原厚土，孕育了以“两弹一星”、玉树抗震救灾、青藏铁路和青藏公路等为代表的丰厚精神资源，激励鼓舞着一代又一代青海人接续奋斗，戮力前行。传承好发扬好这些精神，是青海义不容辞的责任。我们以党性教育课程开发为突破口，全面梳理省内各类精神资源，把丰富的史料事迹转化为鲜活题材，集中打造了五堂党性教育课程。每一堂课力求各自聚焦核心元素，又统一于对理想信念和初心使命的内涵要义，其中，“两弹一星”课程聚焦“奉献”、青藏公路之父慕生忠将军课程聚焦“开路”、牧民省长尕布龙课程聚焦“赤子”、玉树抗震救灾课程聚焦“奋斗”、可可西里保护区巡山队员课程聚焦“坚守”，形成了较为完整的精神内涵体系。新时代党性教育要情理交融。“动人心者，莫先乎情。”只有坚持“情”的投入与“理”的启迪相结合，发挥情感的“催化剂”作用，才能真正做到以理导情、以情感化、情理交融。五堂课的打造过程中，我们始终坚持把“感人泪下，催人奋进”作为核心目标，秉持轻教化重感化的核心理念，注重挖掘具体事例和生动细节，把握故事和情感的交汇点，把情感力量注入故事中，让教师自己真挚的情感影响、感染观众，通过与观众心灵之间的互动，使观众在触景生情的过程中，接受洗礼、启迪共鸣，有效提升了课程的亲和力、感染力。新时代党性教育要突出特色。加强党性教育要注重把革命传统与理想信念深度融入、把历史经验与现实问题紧密结合、把感性体验与理论升华有机统一，力求课程真实饱满。
重在全面运用、创新载体、形成体系。党性教育是一个系统工程，必须创新载体，搭建平台，形成体系，增强党性教育的感染力和说服力。为此，新时代党性教育要全面运用。课程的现实价值在于运用，在于对党员干部的思想引领和精神提振。我们将五堂党课作为全省各级党委（党组）中心组理论学习的重要内容，全面纳入省州县各级干部教育培训主体班次，确保重点对象全覆盖；深入全省机关、企业、学校，送课上门，扩大理想信念教育影响力；组织五堂课赴国家有关部委、央企、知名学府及援青六省市，得到充分肯定和广泛好评。充分用好青海干部网络学院“两微一端”平台，通过线上线下相结合的方式，真正将“青海精神”深深根植于每一名党员干部心中。新时代党性教育要创新载体。党性教育必须要触动思想和灵魂，实现这个目标就需要在载体上突破单一的课堂讲授模式。我们不断拓展和丰富，以“初心和使命——铸就新青海精神高地”为主题，拍摄五堂慕课，联合中央组织部党建读物出版社出版慕课音像制品，面向全国发行；对接移动音频分享平台，开发了五堂课配套音频课程；统筹开发青藏兵站部、柴达木开发、青藏铁路建设、“三线”建设教学资源，进一步完善课程体系。筹建“新青海精神高地”主题教育展馆，以“两弹一星”等五大精神为主要内容，展示光辉历史，宣传感人事迹，弘扬伟大精神，激励鼓舞全省党员干部、群众和青少年弘扬正能量，提振精气神。启动建设“两弹一星”理想信念教育学院和青海省长征精神传承教育学院，使其成为面向广大党员干部、广大群众、广大青少年的思想教育基地、理想教育基地、梦想教育基地。新时代党性教育要形成体系。党性教育要全面推动课程开发、教材开发和师资培养，有效推进体系化建设。编印《“两弹一星”奋斗史研究》《天路忠魂——慕生忠将军与青藏公路》《中国工农红军在青海》等干部教育培训本地教材，形成了实用多样的理想信念教育教材库。成立“新时代党建研究中心”，力争通过一到两年时间，更多打造可以入选全国干部教育培训好课程目录的优秀课程，培养若干在全国党建领域有影响的骨干人才，形成一批有力提升青海党建工作水平的课题研究成果。
 （作者系青海省委常委、组织部长）"
第六版 理论评论,增强主动担当的政治自觉,,"全国组织部长会议强调，要从政治忠诚上教育干部主动担当。主动担当是对党忠诚的表现，也是讲政治的表现。组织部门必须从把牢政治首关入手，让主动担当成为党员干部最鲜明的政治本色。
突出教育培养“主旋律”。始终把政治标准摆在第一位，把提高政治忠诚、政治觉悟、政治能力贯穿干部教育培养全过程，加强党性教育、政德修养、纪律建设，注重政治训练、政治历练，使干部始终在政治上站得稳、靠得住、信得过，把对党忠诚、为党分忧、为党尽职、为民造福作为根本政治担当，在服务经济社会发展中扛重活、打硬仗、经磨难，发挥更大作用。
用好政治教育“显微镜”。必须把加强政治忠诚教育、理想信念教育作为提高各级干部政治素质和能力的关键，通过党内集中教育、党委中心组学习、民主生活会、组织生活会、考察考核、谈心谈话、日常监督等，仔细甄别干部“四个意识”强弱、忠诚老实真假，教育干部深刻认识实干担当的政治内涵，把忠诚老实融入日常学习和工作，切实增强主动担当的政治自觉，始终做政治上的明白人。
激发政治担当的“源动力”。积极开展干部政治能力提升学习研讨，教育引导党员干部学会运用习近平新时代中国特色社会主义思想武装头脑，自觉把落实“两个维护”作为最高政治原则，做任何决策、干任何工作都要以贯彻中央决策部署为前提，做到党中央提倡的坚决响应、要求的坚决照办、决定的坚决执行、禁止的坚决不做，用实际行动维护以习近平同志为核心的党中央定于一尊、一锤定音的权威。 （作者单位：安徽省芜湖市委组织部）"
第六版 理论评论,让人才活水流向基层,,"习近平总书记在全国组织工作会议上指出，要创新人才流动机制，鼓励引导人才向艰苦边远地区和基层一线流动。水只有向低流淌，才能汇入江海；人才唯有融入适宜的干事创业环境，才能迸发活力。积极引导人才向基层流动就要构筑起人才向基层流动的“强磁场”。
导向决定方向。激发人才创新创业创造活力是引导人才有序流动的重要前提。要大力弘扬爱国奋斗精神，教育引领广大人才坚定扎根基层创业的决心和信心，在广阔基层学习提高、锻炼成长。要鲜明实践实干实绩的用人导向，以分类评价为基础，合理设置和使用评价指标，形成导向明确、精准科学、规范有序、竞争择优的科学化社会化人才评价、激励机制，激励各类人才在基层创新创造。
“巧于因借，精在体宜。”完善市场机制是积极引导人才向基层流动的重要基础。要在顶导设计上深化人才“放管服”改革，扩大用人单位自主权，为人才要素有序自由流动清障疏堵。要着力增强人才向基层流动的“磁力链接”，打好“联姻牌”，出好“乡情牌”，用活“游子”才情，扩充基层智力引进的媒介、推动发展的外援。要着力增强人才向基层流动的吸引力，用心谋实“筑巢招”，落实人才引进各项政策制度，引得“凤凰”来栖。
县域在引导人才向基层流动中的作用至关重要。要着力构筑起人才向基层流动的“磁场中心”，牢固树立不求所有、但求所用，不求所在、但求所为的理念，健全党管人才工作运行机制，压实一把手大抓“第一资源”硬指标，集成人才政策、资金、项目，推动项目链、资金链、人才链无缝对接深度融合，构建纵向到边、横向到底的一盘棋人才工作格局，把各方面优秀人才集聚到党和人民的伟大奋斗中来。 （作者系四川省荣县县委组织部副部长）"
第六版 理论评论,以考核激励干部创新创优,,"习近平总书记在庆祝改革开放40周年大会上指出，“创新是改革开放的生命。实践发展永无止境，解放思想永无止境。”增强改革创新本领，既是新时代对各级干部提出的素质要求，也是推进各项事业健康发展的现实需要。
突出创新导向，激发新时代新担当新作为内生动力。改革创新是当代中国最鲜明的特征，是新时代的主旋律，也是推动人类社会向前发展的根本动力。为鼓励广大干部勇于创新、担当作为，不断提高改革创新本领，凝聚创新创业合力，中央出台了激励广大干部新时代新担当新作为的一系列政策文件，专门对完善干部考核评价机制、以考核促创新提出了新的更高要求。济南市认真贯彻落实新时代新要求，组织开展了创新创优考核，鼓励各区县、市直部门、市管企业拿出年度最具影响力的创新项目，在全市范围内公开比选、专家评优，搭建起推动创新的重要平台。创新项目类型多样、涉及面广，涵盖经济建设、社会管理、公共服务、民主政治、行政改革、党的建设等多个领域，在一定程度上代表了济南现阶段改革发展的新趋势新进步，呈现出百花争放、千帆竞发的良好态势，展示了济南广大干部昂扬向上的精神风貌，推动着济南多项工作创新大踏步前行。
突出发展导向，推动创新活力与高质量发展同频共振。实施创新驱动战略，党的各级干部是关键。必须加快形成推动高质量发展的指标体系、绩效评价和政绩考核。创新创优考核正如一针强有力的催化剂，促使创新成为推动高质量发展的强大动能。创新创优考核全面贯彻新发展理念，紧紧围绕中心工作来开展，积极推动人才、资金、技术等创新要素的流动和集聚，努力在新旧动能转换先行区建设、实施乡村振兴战略、提升城市品质、打造对外开放新高地等方面实现新突破，为完成“让济南这个山东经济龙头扬起来”的目标要求奠定坚实基础。
突出问题导向，助推制度创新与攻坚克难同向发力。问题是创新的起点，也是创新的动力源。创新创优考核本身并不是目的，关键是通过建立创新创优考核机制，鼓励各单位广大干部围绕中心工作大胆闯、大胆试、自主改，扎实推进理念思路、体制机制、政策措施、方法手段等方面的创新，着力解决工作中遇到的新情况、新问题，特别是社会公众反映多年难以解决的突出问题和深层次矛盾，努力破解影响发展的瓶颈制约，形成一批可复制、可推广的新制度、新经验。济南市在开展创新创优考核过程中，注重从顶层设计入手，坚持破解难题与创造亮点相结合、重点突破与全面推进相结合，以考核传导压力、凝聚动力、激发活力。
突出结果导向，实现创新作为与结果运用无缝对接。考核评审结果只有在运用中才能发挥作用、体现价值、得到检验。考核结果运用得当，考核评价功能发挥得好，干部队伍就会聚精会神抓创新、一心一意谋发展。激励干部创新创优、担当作为，必须发挥好考核评价结果的激励约束作用，着力改变干好干坏一个样、干多干少一个样、干与不干一个样的状况。济南市通过建立创新创优考核评价机制，将以往创新创优的一般要求延伸到考核评价及其结果的综合运用，为做实创新创优提供了强有力的支撑。将创新创优评审结果作为加分项目，纳入全市经济社会发展综合考核，实现了评审结果的综合运用。同时，为激励干部担当实干，研究制定了相关办法，提出了包含考核正向激励在内的政策措施，将考核评价结果直接与精神激励和物质奖励挂钩，与干部选拔任用挂钩，努力营造出干得好的考得好、考得好的得实惠的浓厚氛围，用制度激励广大干部新时代新担当新作为。
 （作者系山东省济南市委常委、组织部长)"
第六版 理论评论,用好“李云龙式”干部,,"近日，山东省召开工作动员大会提出，要大胆使用“李云龙式的干部”，引发众多关注。
电视剧《亮剑》中的李云龙，浑身带“刺”、桀骜不驯，但又豪迈直率、胆识过人、敢打敢拼、能征善战，给观众留下深刻印象。“李云龙式”干部同样特点鲜明，他们政治上坚定、思想上忠诚、工作上雷厉风行、执行上贯彻到底，也因为个性鲜明，容易得罪人，被人看作“一根筋”“犟骨头”。当前，改革进入深水区、攻坚期，不仅需要埋头苦干的“老黄牛”干部，也需要一批敢想敢为的改革“闯将”。能否使用好“李云龙式”干部，考验着各级党委政府的担当。
“为政之要，莫先于用人。”选人用人问题是关系党和国家事业兴衰成败的关键性、根本性问题。用一贤人，则贤人毕至；用一小人，则小人齐趋。讲担当、重实绩是选拔任用干部的鲜明导向。“李云龙式”干部受到群众欢迎的重要原因就是敢于扛事、愿意做事、能干成事。组织人事部门要把干部干了什么事、干了多少事、干的事组织和群众认不认可作为选拔任用干部的根本依据，把那些敢于负责、勇于担当、善于作为、实绩突出的干部选拔出来，任用起来，释放讲担当、重担当的强烈信号。
考核是“指挥棒”，选人用人是“风向标”。衡量一名干部的优劣既要看显绩又要看潜绩，既要看奖杯又要看口碑，既要看一时一事，又要看“前世来生”。古人有言：“荆岫之玉，必含纤瑕，骊龙之珠，亦有微颣。”对待人才不能求全责备，使用干部同样需要扬长避短。要在充分了解干部的基础上，把干部安排在适当的岗位上，实现人尽其才、才尽其用。
“论大功者不录小过，举大善者不疵细瑕。”大胆选拔任用“李云龙式”干部，就要为他们撑腰鼓劲，为党和人民的事业造就一大批攻坚克难的闯将、干将。要正确运用容错纠错机制的“三个区分开来”原则，激励他们担当作为的精神，激发他们先行先试的勇气，正确对待他们失误错误的经历。同时正确运用问责手段，不能让他们流血流汗又流泪，纠正“多干多错、少干少错、不干不错”的错误导向，对被问责的干部不能直接“打入冷宫”“一棒子打死”，要结合思想表现和工作实绩，符合条件的要再次大胆使用，进一步畅通干部能上能下渠道。
（作者系河北省承德市双滦区委常委、组织部长）"
第六版 理论评论,图片报道,,"
遇到矛盾问题时明明有能力解决，却该出手时不出手；明明知道决策有问题却看破不说破……现实中，有的人因为怕担责任“懂装不懂”，这种现象需要警惕。   如果说“不懂装懂”，照见的是不严不实之风、浮躁浮夸心态，缺少的是虚怀若谷的谦卑之心，那么“懂装不懂”者缺的则是一颗忠诚老实的敬畏之心、干事创业的责任之心。作为领导干部，既要反对“不懂装懂”，坦诚对待自己的知识存量，增强危机意识，加快知识更新，避免少知而迷、无知而乱，努力成为一专多能的高素质干部；更要反对“懂装不懂”，坚决摒弃不严不实、不精不诚问题，自觉站在事业发展的大局考虑问题，勇于挑最重的担子，敢于担责担险。 （朱慧卿/图）"
第六版 理论评论,立行立改树新风,,"习近平总书记强调，作风建设永远在路上。然而，有人却错误地认为，既然作风建设永远在路上，那我们就不慌不忙慢慢改、一年进步一点点。如是，只会让优质服务、良好作风“永远停在口头上”。推进人社系统行风建设，群众期盼“吹糠见米”，急需我们立行立改袪歪风，立竿见影树新风。
行风问题一查到底。要畅通举报通道，自觉接受群众监督。要开展常态化明察暗访，定期通报行风情况，严肃处理有突出作风问题的干部职工，严肃问责行风长期没有转变的单位领导。
长效机制一以贯之。建立“服务理念统一、设施配备统一、规章制度统一、文明礼仪统一、管理模式统一、考核标准统一”的标准。推行首问负责制、全程代理制、一次性告知制、限时办结制和责任追究制，推行阳光服务、微笑服务、诚信服务、廉洁服务。
人社业务一站办结。建立全国统一的人社业务服务平台，加强基层人社公共服务平台标准化建设，提升服务的可及性和智能化水平。梳理人社公共服务事项目录清单，推行简政放权，优化工作流程，简化办事程序，方便群众办事。健全“一站式”办公制度，使信息采集无误、业务数据动态准确、统计数据来源有据、窗口服务准确高效。
政策宣传一目了然。落实“谁制定政策谁负责解读”主体责任，及时准确传递人社权威信息。利用多种平台载体发布信息，拓宽人社政策法规可及性。
文化建设一脉相承。以行风建设为契机推进人社系统文化建设，打造人社部门文化品牌，提升干部职工精气神。加强引领示范，深化“优质服务窗口”等创建活动，打造一批优质服务团队标杆，挖掘一批基层一线、窗口大厅的服务标兵。     （作者单位：重庆市人社局）"
第七版 海外瞭望,“后默克尔”时代的德国政坛,,"
安妮格雷特·克兰普-卡伦鲍尔（左）成为新一届基民盟主席后向人们挥手。
按照惯例，一国领导人的新年讲话应该是为国民打气，展示自己一年的执政成绩。然而，德国总理默克尔今年的新年讲话却被此间媒体认为是“流露出几许无奈和迷茫”，或许这正反映出2019年对风雨飘摇、举棋未定的德国政坛来说并不好过。
风雨飘摇的“铁娘子”
德国的跨年之夜，铁娘子一改往年穿着鲜艳的惯例，仅低调地着一件浅灰色正装面对镜头前的德国民众，以略显疲倦的声音作为开场白：“今晚，我首先想到的是在今天落下帷幕的、政治上极为困难的一年。”默克尔在新年讲话中做了自我批评。她坦言对自我进行了审视，在本届立法周期结束后，她将不再谋求担任任何政治职位。
主政德国13年的默克尔很清楚，如今她正面临最危险的时刻，很多人对联邦政府牢骚满腹。本届德国大选组阁就花费了很长时间，之后又是纷争不断。现在距离2017年联邦选举刚过去15个月，大联盟再次组阁还不足一年，然而本届政府自成立以来，没有哪个月能与危机绝缘。默克尔先后经历了盟友的背叛、对手的弹劾、选民的背弃以及在四面楚歌中被迫辞去党主席职务等危机。在2015年被《时代周刊》评为年度人物时，风光无限的默克尔或许从未想到会经历如此大的挫折。
然而，日子还得过。被称为“小默克尔”的基民盟新任女主席安妮格雷特·克兰普-卡伦鲍尔必须扛起基民盟的重担，乃至将默克尔主张的德国和欧洲政策延续和发展下去。默克尔在新年讲话中提到德国仍面临气候变化、移民政策调整以及打击恐怖主义等诸多挑战，此外，乌克兰危机、欧洲一体化进程、欧美关系的龃龉乃至伊核、朝核、中东稳定等地区热点问题还亟待默克尔这位世界政坛大佬的参与，英国脱欧期间，“德法”双引擎引领的欧盟离不开德国的坚定支持，法国总统马克龙推行国内改革尚步履维艰，默克尔必须站好最后一班岗。此外，德国自2019年1月1日起成为联合国安理会非常任理事国，德国政府必须致力于推动国际合作，国际社会仍对德国抱有很高期待。默克尔说：“应对当今时代的这些挑战，我们只能团结在一起，与其他国家共同努力。”
不久前，德国媒体《时代》周报传出默克尔可能年初退位。《每日镜报》则预测，默克尔可能会帮助安妮格雷特·克兰普－卡伦鲍尔成为总理，以便她带着新官上任的活力跨入5月份的欧盟选举。尽管被许多专家认为是无稽之谈，但也从侧面说明默克尔在总理这个位子上已经坐得风雨飘摇、艰难维持。
诚然，默克尔作为政治人物的权势已经大不如前，然而默克尔的诸多理念已经深入人心，正如默克尔在新年演讲中呼吁德国继续保持“开放、包容、尊重”的价值观：“这些价值观让我们国家强大。我们必须一起信奉这些价值观，即使它们让我们感到不适和辛苦”。2019年的德国政坛，仍然离不开默克尔。
后默克尔时代诸强林立
自默克尔宣布不再担任基民盟党主席一职时，德国人就把这段时期称作“后默克尔时代”。尽管默克尔中意的接班人卡伦鲍尔如愿击败默克尔的“死对头”默茨成功当选，但有着“小默克尔”之称的她无论是执政经验还是人脉基础都远不及默克尔。有分析指出，默克尔原本希望在本届联邦总理任内慢慢将权力和资源过渡给卡伦鲍尔，但是突如其来的危机让她措手不及，卡伦鲍尔被迅速推到了前台。然而，社民党出身的德国副总理肖尔茨野心毕露，有着自民党希望之称的青年才俊林德纳对联合执政亦虎视眈眈，再加上支持率不断上升的绿党和一路高奏凯歌的右翼政党“选择党”，默克尔时期的一枝独秀不复存在。自此，德国政坛进入了诸强林立的“战国时代”。
当地时间1月6日，德国副总理兼财政部长肖尔茨率先表示，其有意代表所在的社民党在下届大选中角逐总理一职。这是自现任总理默克尔去年12月卸任基民盟主席以来，德国主要党派中首位明确公布参选总理意向的政治人物。他所在的社民党是仅次于默克尔所在的联盟党（基民盟/基社盟）的联邦议院第二大党团。当被德国媒体问及其本人是否有信心担任总理一职时，肖尔茨给出了肯定的答复。肖尔茨认为，自己如果在选战中遭遇刚刚从默克尔手中接过基民盟党主席一职的克兰普-卡伦鲍尔，或是曾与后者竞逐党主席的默茨，都有胜选的可能性。德国权威民调“德国趋势”去年12月初的调查结果显示，德国主要政治人物中，肖尔茨的支持率为46%，仅次于默克尔的57%，而社民党的最新民调支持率则为15%，显著低于联盟党的31%。
德国《图片报》报道称，基民盟希望在明年欧洲议会选举后或明年秋天大联合政府任期过半时，与另一执政党社民党分道扬镳，原因是后者的支持率不断下降。在与社民党进行切割后，基民盟希望继续搭档基社盟，与目前的在野党自由民主党组成新政府。自由民主党也有此意向，不过意气风发的自由民主党领导人林德纳则提出了坚决的条件：默克尔必须不再担任总理。《图片报》称，默克尔已经为此做好准备。《明镜》周刊也表示，默克尔有意提前把总理之位让给卡伦鲍尔。尽管基民盟内部似乎对此远未达成共识，但也说明了当前大联合政府并非铁板一块，两大党的衰弱让诸多在野党都想分一杯羹。
尽管看似默克尔已经“挡住了许多人的升迁之路”，但是德国许多民众仍然选择支持“给德国以母亲般安全感”的这位女长者。默克尔的标志性动作便是象征稳固和安全的五指交叉菱形手势。也许多年之后，人们会怀念这位政治家给德国、欧洲乃至世界带来的和平、包容、合作的观念。正如其备受争议的难民政策，一方面难民大规模涌入给欧洲和德国带来了许多治安危机，另一方面德国的包容性举动正与这个国家的二战后反思和自责情感密不可分。
（摘编自1月10日《光明日报》 田园/文）"
第七版 海外瞭望,澳政府欲从全球“抢人”,,"澳大利亚地广人稀，对海外人才的需求量很大。第二次世界大战以后，澳大利亚政府颁布了《移民法》，制定了规模宏大的移民计划，并接纳了大量优秀的海外人才。经过多年的发展，澳大利亚已经摸索出了一套行之有效的移民政策，引进了大量不同类别、不同层次的海外人才。
澳大利亚引进海外人才主要有两种模式，一种是用人单位通过移民政策，在“技术选拔系统”中检索有移民意向的海外人才，为人才提名或担保，助其办理移民签证，引进人才赴澳大利亚就业；另外一种是通过网络发布招聘信息、国际猎头或工作关系介绍引进海外人才，签订劳动合同，并为其办理赴澳工作签证，以此来引进海外人才。
创新是经济增长的重要长期驱动力。澳大利亚移民和边防管理局通过签证政策来支持澳大利亚政府的创新议程，有助于澳大利亚与世界上各个优秀国家建立联系。2018年3月，澳大利亚政府宣布了两项旨在支持澳大利亚南部人才和创新的试点计划，即全球人才计划和南澳大利亚创新计划。这些计划的目的是通过吸引高技能的全球人才来帮助澳大利亚培育创新型企业，从而支持企业增长、技能转移和创造就业机会。
全球人才计划旨在面向全球引进澳大利亚现有签证政策无法满足其发展需求的高技能紧缺人才，以及具有全球竞争优势的尖端技能项目。该计划包括两个子项目：一是引进具有尖端技能的高技能人才，为澳大利亚传统企业的创新服务，在澳大利亚企业中充当“工作倍增者”，传授澳大利亚从业人员全新的技能和知识，从而帮助澳大利亚的企业及员工提升业务能力，创造更多的价值。二是引进具有尖端技能的创新型人才，为澳大利亚不断发展的创业生态系统服务，为澳大利亚带来新的想法、新的工作、新的技能和新的技术。此流程适用于基于技术或STEM（科学、技术、工程和数学）相关领域的初创企业。加入该计划的高端人才将获得额外赞助，并获得更加便捷的创新签证和社会服务。
南澳大利亚创新计划旨在为南澳大利亚引进海外创业型人才和初创企业，有助于支持南澳大利亚吸引外国企业家提出创新想法，并启动种子阶段的初创企业。初创企业对澳大利亚经济的未来繁荣非常重要。初创企业创造了新的就业机会，推动了创新，并为澳大利亚的经济多样化带来了机会。这一试点计划在商业创新和投资项目中补充现有的初创企业和企业家签证，确保澳大利亚保持开放和竞争力，吸引最优秀的创业人才，推动创新创意走向商业现实。加入该计划的创新型人才将获得更加便利的创新签证和社会服务。
澳大利亚3/4以上人口集中在新南威尔士州、昆士兰州和维多利亚州，其余地区人力资源极其紧缺。为支持澳大利亚偏远地区的发展，澳大利亚政府出台了鼓励向偏远地区移民的政策。其重要做法是通过颁发地区技术临时签证、地区技术签证、地区担保移民计划签证，提供更加便利的移民条件和申请流程来吸引海外人才到澳大利亚偏远地区就业，最终获得澳大利亚永久居留签证或国籍。获得签证的申请者家属在偏远地区也可享受同样的待遇。
（摘编自《决策探索（下）》2018年第12期 仪周杰/文）"
第七版 海外瞭望,英国“创新经济”有多牛,,"
“小猪佩奇”主题乐园。
一则《谁是佩奇》的广告火了，让观众感受到“小猪佩奇”越来越近；3000元的吹风机成为新宠，让消费者体会到“戴森”来了。
其实，无论是佩奇还是戴森，它们的老家都在英国，它们是英国创意产业的产物。
根据2018年11月英国官方数据，2017年英国创意产业产值突破创纪录的1000亿英镑（约合8700亿人民币），对英国经济总量的贡献约为14.6%，是仅次于金融业的第二大支柱产业。其产业增速约为2010年以来经济增长率的两倍。
英国数字、文化、媒体和体育大臣杰里米·赖特2018年10月表示：“英国已重返全球软实力第一位，其增长由创意产业推动。”
回过头看《小猪佩奇》，该动画片2004年在英国首播，在全球超过180个国家和地区播映。在英国，“小猪佩奇”的主题乐园成为很多亲子游玩的好去处。
类似“打造IP——全球引爆——版权出口——衍生回报——外溢拉动”的模式，在英国还有很多，例如“哈利波特”“神探夏洛克”“唐顿庄园”。
位于伦敦国王十字火车站的“九又四分之三”，作为“哈利波特”的经典场景，拍照的游客络绎不绝，更带动了周边“魔法商店”；位于伦敦贝克街的“夏洛克·福尔摩斯博物馆”，将一家旅馆改造成博物馆，根据剧情打造221B门牌号及陈设，虽需15英镑的门票，但游客仍排大队；英剧“唐顿庄园”火爆，很多人慕名前来，庄园游、下午茶等项目大受欢迎。
这些由创意产业带来的外溢效应，带动了英国的旅游、酒店、餐饮、航运等发展，既成为可持续受益的驱动力，也成为国家软实力的标志。2017年，英国旅游业创造了677亿英镑的价值，占整个经济的比重近4%。
“创意经济”，就是通过个人的天分、创造力和技能获取动力，通过对知识产权的开发，创造巨大财富。“创意经济”最早提出者是英国，英国也是世界上第一个国家政策推动者。
回溯到20世纪90年代，英国经济处于停滞状态。时任首相布莱尔听取“创意经济之父”约翰·霍金斯教授的建议，将“创意经济”上升为国家战略。
从1998年英国“创意产业纲领文件”，到2005年的“创意经济方案”，再到2017年的“现代工业战略”，英国对于“创意经济”的推动一脉相承，并不断升级。
2005年，理查德·弗罗里达出版《创意阶层的崛起》，书中提到，创意阶层中不仅包含艺术家、音乐人、电影人等，也包括服装设计师、建筑师、工程师。
再来看戴森，这是以工程师为核心打造IP的典型，公司创始人詹姆斯·戴森，被英国媒体誉为“英国设计之王”。
戴森开发第一款真空吸尘器用了5年时间，制作了5127个原型产品。目前，在公司研发大楼里，有大约200个设计项目正在推进。其所有的发明、研发、创新都在打造技术IP，目前公司已经拥有3000多项专利和超过500项发明。
据戴森公司财报，戴森2017年盈收同比上涨40%，达到35亿英镑，利润上涨27%。其中，73%的增长来自亚洲。戴森中国负责人表示未来五年，中国有望成为其全球最大市场。在进入中国市场之前，戴森在国外已走红二十多年，九十年代就已进入欧洲、美国和日本市场。
哈佛大学教授理查德·凯夫斯在《创意产业经济学》中提到，创意与效用关系的临界点，为人均收入3000美元。根据世界银行的数据，2017年中国人均GDP已达到8123美元。
根据英国数据平台“伦敦数据商店”的统计，2016年伦敦创意相关就业人数达约88.3万人，占总就业人数约17%。
英国创意产业部部长马戈特·杰姆斯表示，创意与科技联姻，是实现“现代工业战略”的重要部分。“世界都在享受英国的创意和文化输出，我们希望继续保持领先。”
（摘编自中证网 孙晓玲/文）"
