标题,标题1,作者,内容
第六版 理论评论,建设高素质干部教育培训教师队伍,,"核心阅读
●教师作为传道者，自己首先要明道、信道。要推动教师更加自觉地学深悟透习近平新时代中国特色社会主义思想，真正学在前面、做在前面
●大力弘扬党校姓党、党性铸魂价值理念，让教师始终带着光荣感和使命感去传道授业，浓党味、强党性、正作风
加大名师培养吸收力度，把干部教育培训师资纳入各级人才政策支持范畴，努力造就一批马克思主义理论大家和忠诚于马克思主义、在学科领域有影响力的知名专家，定期评聘全国干部教育名师，给予支持和奖励。
——摘自《2018-2022年全国干部教育培训规划》
习近平总书记指出，党校不是一般的学校，对党校师资的要求也不一般，党校师资队伍建设力度也应该不一般；在党校所有财富和资源中，优秀教师和优秀人才是最宝贵的财富、最急需的资源。我们要深入学习贯彻习近平总书记关于干部教育培训的重要论述，认真贯彻落实全国干部教育培训工作会议精神和干部教育培训规划的部署要求，把师资队伍建设摆在突出位置，着力打造政治强、业务精、作风好的高素质教师队伍。
始终坚持党校姓党、党校教师姓党。习近平总书记强调，党校教师学为人师、行为世范，最重要的就是把党校姓党坚持好，时刻牢记自己党校教师的身份。建设高素质干部教育培训师资队伍，必须把党校姓党作为根本原则、全面贯穿始终。要推动广大教师带头真学真懂真信真用新思想。教师作为传道者，自己首先要明道、信道。要推动教师更加自觉地学深悟透习近平新时代中国特色社会主义思想，真正学在前面、做在前面，在提高政治站位、坚定理想信念上，在运用马克思主义立场观点方法上，在树立战略思维、创新思维、辩证思维、法治思维、底线思维上，在指导解决问题、推动实际工作上，有更高标准、更严要求，学得更深、做得更实。要推动广大教师带头把“两个维护”作为最高政治原则和根本政治规矩。把旗帜鲜明讲政治摆在首位，推动教师树牢“四个意识”、坚定“四个自信”、坚决做到“两个维护”，在制定教学科研规划、确定教学科研任务、设置教学科研内容、创新教学科研方法上，把维护核心、维护权威，体现在实际行动、实际教学之中。要推动广大教师带头贯彻落实党中央决策部署。坚持对标看齐，要求教师在课程体系建设、教材编写、课程教学各环节都要紧扣贯彻落实党中央决策部署，体现时代性、针对性、有效性。要推动广大教师带头加强和改进作风。大力弘扬党校姓党、党性铸魂价值理念，让教师始终带着光荣感和使命感去传道授业，浓党味、强党性、正作风。特别要严格把好教师入口关，花功夫认真考察、反复比选每一名人选，先要了解政治倾向，再深入了解学术观点、学风品行，政治上学风上品行上有问题的，学问再大也一票否决，切实从源头上保证教师具有正确政治立场、良好师德师风。
着力培养名师大家、骨干力量。习近平总书记强调，党校要办好，必须有一大批名师；必须加快中青年教师培养。我们要坚持分层分类原则，制定个性化培养方案，形成全链条、阶梯式的师资建设模式。要大力实施“名师工程”。以培养造就一批马克思主义理论大家和忠诚于马克思主义、在学科领域有影响力的知名专家为目标，通过加大教学科研创新创造支持力度、把名师纳入各级人才政策支持范畴等措施，让政治上过硬、综合素质高、研究能力强、热爱干部教育事业的一流人才充分涌现。要着力锻造骨干教师队伍。不断厚实理论深度，系统开展马克思主义理论培训，选送教师赴中央级培训院校学习，加大对基层党校师资轮训力度。切实加强实践历练，有计划选派教师赴党政机关、街镇开展挂职锻炼和蹲点调研，增进对国情党情市情民情的了解。进一步拓宽视野，创造条件让教师走出去，了解最新学术前沿和培训方法，具备国际眼光，使他们授课更有底气、更接地气、更有理论深度。要推动青年教师成长成才。加强党校（行政学院）新进人员培训，积极发挥资深教师引领作用，围绕青年教师特点制订教学能力培养方案，实施课程项目组、集体备课、带教等制度，不断提高青年教师教学能力。要营造尊师重教的良好氛围。尊重教师、看重教师、厚待教师，加强全方位关心爱护，不断优化完善师资考核评价、职称评定、岗位聘任、薪酬激励等办法，充分调动教师积极性。
加快构建兼容并蓄、共建共享大师资格局。习近平总书记高度重视干部教育培训师资的统筹使用，强调要充分利用各方面资源，不求所有、但为所用。要坚持开门办学，加大领导干部、学术名家、先进模范上讲台授课力度，不断丰富干部教育师资来源与培训内容。要积极推进领导干部上讲台，让干过的人讲干过的事。严格落实领导干部讲课课时不低于总课时20%的要求，形成制度性安排，实现“教干部、干部教”的良性循环。选聘富有经验的领导干部担任党校兼职教师，为学员进行党性教育，开展党性分析。邀请理论和实践经验兼备的干部现身说法，为学员讲授经济社会发展、领导科学等方面课程，提升学员实践实干的能力。目前，上海已经建立健全了党政负责同志到党校讲课、作报告、同学员座谈制度，平均每年有20多位市领导为市委党校学员座谈授课。要广邀企事业单位负责人、先进典型人物、知名专家学者参与干部教育。近年来，上海依托市习近平新时代中国特色社会主义思想研究中心、市委宣讲团，集合思想理论界“五路大军”，研机析理、解疑释惑，推动党的最新理论成果入耳入脑入心；举办新时代讲坛，让腾讯、阿里巴巴等企业负责人向学员介绍大数据、人工智能等科技前沿知识，丰富干部的知识结构；邀请英模人物、先进典型进党校，给学员传经送宝，取得了良好效果。接下来，我们要进一步聚焦新时代新任务，以习近平新时代中国特色社会主义思想为指导思想和行动指南，进一步提升全市干部教育培训师资队伍的整体水平。
（作者系上海市委常委、组织部长）"
第六版 理论评论,涵养斗争精神,,"全国组织部长会议强调，要把斗争精神、斗争本领作为教育培训的重要内容、考核考察的重要方面、选拔任用的重要依据、管理监督的重要约束，促使领导干部保持共产党人的风骨、气节、操守、胆魄。
“为有牺牲多壮志，敢教日月换新天。”斗争精神是中国共产党宝贵的精神财富。从坚忍不拔、艰苦奋斗的长征精神，到春雷一击、震撼四野的反腐风暴，从建国初期声震寰宇的两弹一星，到如今举世瞩目的“玉兔二号”，97年来，我们正是在党的领导下不断斗争、不懈奋斗，才有了中华民族从站起来、富起来到强起来的历史飞跃。
当前，少数党员干部在大是大非面前立场不坚、盲目跟从，如同墙头草两边倒；在困难和问题面前退缩不前，缺乏“敢接烫山芋”的胆魄和“勇征腊子口”的决心。而今，中国特色社会主义进入新时代，党员干部必须传承和发扬好斗争精神，既敢于斗争，又善于斗争，坚决走好新长征路。
斗争不是喊口号，而是要有实实在在的行动。广大党员干部要坚定理想信念，不断加强理论武装，夯实思想根基，带头讲政治、顾大局，攻坚克难，以身作则；要坚守正义与正气，敢于坚持原则，坚决抵制各种不正之风；要有担当的勇气，在矛盾困难面前不退缩，在误解委屈之时不埋怨，在持之以恒方面不放松，有多大担当就干多大事业。
斗争精神不是与生俱来的，还要依靠组织培养。要推进“两学一做”学习教育常态化制度化，用好红色教育资源和党性教育实践课堂，引导广大党员干部坚持原则、坚守信仰、坚定立场。要注重政治训练、实践磨炼，严格贯彻落实党中央关于干部培养的决策部署，有组织、有计划地把干部放到重大斗争一线去真枪真刀磨砺，强弱项、补短板，特别要让他们经风雨、见世面、长才干、壮筋骨，着力锻造本领过硬的干部队伍。 （作者单位：江苏省邳州市委组织部）"
第六版 理论评论,提振脱贫攻坚精气神,,"习近平总书记强调，要激发干部积极性。对于长期奋战在脱贫攻坚一线的干部，需要持续加大激励力度，给予最大的关心关爱，增强扶贫工作的精气神，一以贯之、一鼓作气，为打赢脱贫攻坚战奋战到底。
铸魂扎根，涵养扶贫情怀。“民亦劳止，汔可小康。”念兹在兹、唯此为大的为民情怀是打赢脱贫攻坚战的“魂”和“根”。以心系扶贫的家国情怀激发源动力。坚持用习近平总书记最牵挂贫困群众的为民之情教育干部、身体力行看望贫困群众的温暖之举引导干部，牢树爱国敬党为民的价值取向，把群众冷暖作为最深切的牵挂，把扶贫济困作为最光荣的使命，不断增强责任感、紧迫感和使命感。以刻骨铭心的党性教育催生奋斗力。充分利用本地红色教育资源，开展党性教育，强化宗旨意识。定期重温入党誓词，开展入脑入心的革命传统教育，用顽强拼搏的革命意志激励人，用吃苦耐劳的创业精神感染人，激发艰苦创业、脱贫争先、感恩奋进的强大动力，坚定信心和决心。
跟踪培养，提升扶贫本领。“工欲善其事，必先利其器。”夺取脱贫攻坚战全面胜利，过硬素质、高强本领是“利器”。要强化专业训练。实施新时代治蜀兴川执政骨干递进培养计划，开展脱贫攻坚一线干部全员培训工程，提升专业能力、提高专业素养、培育专业精神。要强化实践磨炼。把脱贫攻坚一线作为砥砺品格、磨练意志、积累经验、增长才干的“炼钢炉”，敢于压重担，支持啃“硬骨头”，让干部在急事难事乃至“热锅上蚂蚁”的经历中经受摔打、经住考验、经历成长。要强化思维修炼。到脱贫攻坚先进地方学经验、长见识，不做“井底之蛙”，以思想大解放、眼界大开阔、观念大更新，增添新举措，实现新突破，增强精准扶贫、服务基层的本领。
宽严相济，扛起扶贫担当。“人非圣贤，孰能无过。”激励新时代新担当新作为，该严则严、当宽则宽，宽严有度、宽严审时，为担当者担当，为负责者负责。严是宽的基础。建立健全从严管理监督干部新机制，把从严要求体现到脱贫攻坚全过程、各方面，强化超前监督意识，经常性咬耳扯袖，变“事后严肃追查问责”为“事前从严预防监督”，切实做到严管就是厚爱。坚决查处脱贫攻坚违纪违法行为，强化制度刚性约束力和执行力，以严肃的问责追责，倒逼脱贫攻坚一线干部自查自省、奋发有为。宽是严的升华。建立容错免责机制，坚持“三个区分开来”，宽容干部在脱贫攻坚、破解难题中的失误，旗帜鲜明为敢于担当、踏实做事、不谋私利的干部撑腰鼓劲。健全澄清保护机制，坚决查处诬告陷害行为，及时澄清问题，让他们打消顾虑，放下包袱，吃下定心丸，保持心情畅快，最大限度调动积极性、主动性和创造性。
正向激励，激发扶贫热情。“水激石则鸣，人激志则宏。”有强大的激励，才有脱贫攻坚最坚实而持久的战斗力。要大力倡导“年轻干部到基层去、优秀干部从基层来”，把脱贫攻坚一线作为培养历练的主阵地、知事识人的主战场、选拔任用的主渠道，大力选拔想干事、能干事、干成事、不出事的干部，让有为者有位、吃苦者吃香、流汗者留芳，引导广大干部人才在脱贫攻坚一线埋头苦干、真抓实干。提高脱贫攻坚一线干部在各类表彰表扬和奖励中的名额比例，利用新媒体多渠道、大范围进行宣传报道，弘扬正能量、提振精气神。邀请优秀扶贫干部现身说法，用身边人讲身边事，用身边事激励身边人，以先进作引领，用典型强感召。统筹规范各类调研和督查考核工作，为脱贫攻坚一线干部“松绑”“减负”，留足更多时间和精力抓落实。严格落实休假制度，定期组织健康体检，常态化开展走访慰问，进行交心谈心，了解思想动态，帮助解决困难，让他们安心、安身、安业。
（作者系四川省广安市委常委、组织部长）"
第六版 理论评论,补齐非公党建短板,,"全国组织部长会议提出，要全面增强基层党组织政治功能和组织力。非公企业党建是基层党建的重要领域，也是薄弱环节。越是情况复杂、基础薄弱的地方，越要健全党的组织、做好党的工作，固本强基，防止“木桶效应”。
以队伍建设为基础，激发基层党组织原动力。注重培育企业家队伍，落实领导干部包联企业制度，尊重企业家政治诉求。注重建立党务人才信息库，选派优秀年轻干部、退休干部担任第一书记“包企指导”。注重提升党员素质，以标准化推进党员队伍管理规范化，探索构建两新组织党员分类量化考评体系，让党员作用发挥情况看得见、摸得着、可评判。
以发挥实质作用为根本，打造非公企业创新转型发展新引擎。坚持党建做实了就是生产力，围绕急难险重任务，常态化推广党员突击队、红色车间、红色提案等做法，推动党员在生产效率、安全生产、工艺优化等方面提质增效。坚持党建做强了就是竞争力，深入实施党员人才工程，推进“三培养两推荐”成长机制，当好“引才使者”“育才良师”“留才保姆”，提升企业核心竞争力。坚持党建做细了就是凝聚力，建立党员责任区，发挥“连心桥”作用，打造企业文化，团结带领广大职工攻坚克难。
以新经济新领域党建为突破，拓展基层党建新业态。抓好小微园区、互联网企业等领域党建工作，发挥龙头企业党组织带动作用，强化“以区域不变应组织万变”的区域化党建理念，通过组织共建推动企业抱团发展。大力推进城市党建、特色小镇和众创空间党建工作，加强基层党组织的全领域互动，与村社、机关、学校等各领域党建同频共振、优势互补，广泛建立党建共同体，发挥“1+1＞2”的效果。
 （作者系浙江省浦江县委组织部副部长）"
第六版 理论评论,精准考察识别干部,,"“知人之道，圣贤所难”。考察识别干部，功夫要下在平时，既看关键时刻处理大事的能力表现，又注重了解日常工作生活中的细枝末节。近距离接触干部，加大平时的了解，才能识深识准干部。
拓展考察广度，变“期末考试”为“平时测验”。“路遥知马力，日久见人心”。考察识别干部是一个长期的过程，必须在抓常抓细抓长上下功夫。要克服不考察不去了解干部、不调整很少与干部谈话的问题，经常性同干部零距离沟通、心贴心交流，及时掌握干部的思想动态、工作状态和存在问题，做到对每名干部的优势特长、缺点不足如数家珍。要完善经常性考察方式方法，发挥年度考核、届期考核、提任考察等各种考核的“叠加效应”，综合个别谈话、征求意见、民主测评、专项调查、实地考察、查阅资料、参加民主生活会等途径，横纵对比、相互印证、互为补充，形成精准的“成绩单”。在关键时刻政治立场中辨“德”，在落实急难险重任务中识“能”，在一贯工作态度中看“勤”，在长远工作成效中考“绩”，在对待个人名利地位中察“廉”，避免以“单次分数”论英雄、造成考察干部的片面，让考察评价经得起时间的检验。
增加考察深度，由“室内考察”转向“室外走访”。“政声人去后，民意闲谈中。”在干部任用考察时，可适当开展“隐藏式”考察，隐蔽考察意图，深入“八小时外”及“社交圈”“生活圈”，实地走访、征求意见、听取与干部生活交集较多人群的意见。到左邻右舍、街头巷尾听听闲谈议论，多层面了解干部的人品个性；到基层一线、服务对象中听听口碑绰号，多方位检验干部的德才政绩；到父母、配偶和其他家庭成员中听听生活琐事，多角度映射干部的生活作风，掌握在常规考察中难以深入的情况。
强化考察精度，从“大数据库”中“精选深挖”。干部政治品德和素质能力的体现具有综合性、复杂性，不太容易捕捉，但在重大场合、重要事项、关键时段中往往会露出“庐山真面目”。在考察领导干部时，除了按照常规流程完善考核数据外，还要精选一些干部“显绩”，有针对性地进行调查“深挖”，看心思是否花在谋改革上，看精力是否用在促发展上，着重关注其决策行为是利在当下、还是功在春秋，甄别考察对象是否“真干事”“会干事”“干净干事”，为客观准确地研判干部的政治品格、领导水平和发展潜力提供重要依据。
（作者单位：山东省费县县委组织部）"
第六版 理论评论,漫画,,"
为深入贯彻落实中央“放管服”改革的要求，全面提升人社窗口单位人员素质，近日，人社部决定在全系统窗口单位开展业务技能练兵比武活动。
士因习而勇，战因练而胜。窗口单位身处服务群众的最前沿，是政策落实的“最后一公里”，对于推进各项人社工作具有重要的基础性作用。窗口单位每一次服务质量、每一种业务熟练程度，都直接关系人社“脸面”，影响形象好坏。
当前，群众对服务质量的更高追求，“放管服”改革的不断深化，都对人社窗口服务提出了更高的要求。开展练兵比武活动，要以比促练、以练促用，加快培育选拔一批政治过硬、业务精通、作风优良的服务能手，营造人人学政策、钻业务、练技能、强服务的良好氛围，展现人社干部队伍的昂扬斗志、优秀技能和优良作风，不断提高人社服务效能。
 （李明新/绘）"
第六版 理论评论,打造“智慧党建”方阵,,"全国组织工作会议强调，要探索加强新兴业态和互联网党建工作，扩大党在新兴领域的号召力和凝聚力。贯彻新时代党的建设总要求，必须着眼党建信息化标准化建设，推进党建工作与信息技术深度融合，打造“智慧党建”新阵地。
用新理念搭建“星”平台。支部是党的工作最前沿。推动“智慧党建”发展，要牢固树立一切工作到支部的鲜明导向，主动适应、拥抱、驾驭互联网，建成各级党组织参与管理、全体党员共同使用的综合管理系统，形成“线上”与“线下”党建工作融合互促新格局。要借助信息化手段创新基层党建工作，统筹党委工作部门、基层组织、党员等党建工作主体，依托移动互联终端，创新党建活动方式，着力打造“智慧党建”全域示范品牌。
用新思维开辟“芯”模式。做好“智慧党建”工作，要强化大数据思维，把互联网扁平化、交互式、快捷性特点转化为决策科学化、管理精准化、服务高效化的组织优势。要构建数据采集、建模分析、效果评估、反馈修正的“数据闭环”，运用“立体量化”的评价方法，聚焦党建工作主体，将类型复杂、形态多样的组织生活统筹到同一空间，推动组织生活动态化管理。要深入制定智慧党建行动计划，加大党建工作推进平台开发力度，合理运用立体量化评价办法及指标体系，推动党建工作精细化管理。
用新举措织密“心”服务。“智慧党建”充分发挥作用，必须推进互联互通，打破信息孤岛，用“一张网”下“一盘棋”，提升基层组织工作的感召力。要加强整体规划，整合各方资源，优化工作流程，增加用户黏性。要探索将“党务+政务+服务”绑在一起，统一平台入口，推动“线上”和“线下”、“键对键”和“面对面”有机结合，使党的声音传播到基层、党的触手延伸到基层，打造指尖上的“精神家园”。
（作者单位：安徽省芜湖市委组织部）"
第七版 史事通鉴,刘少奇调研求真话,,"
1961年5月，刘少奇在湖南省宁乡县农村调查时看望乡亲们。
特邀农民代表进京交谈
1953年，为了了解人民群众对农业生产互助合作的看法，刘少奇打算托人捎信给自己的家乡湖南省宁乡县花明楼乡（今宁乡市花明楼镇），请乡亲们选派几位老农到北京来，当面与他们促膝谈心，了解农村的真实情况。
9月15日，花明楼乡选派的代表成敬常、黄端生、齐海湘、刘永武抵达北京。刘少奇把客人请进他的办公室。宾主落座后，刘少奇敬烟，王光美泡茶，一如农家待客。
拉完家常，刘少奇问起家乡的农业生产、互助合作、社会治安等方面的情况。成敬常说：“土改后，贫雇农分了田，生产积极性都很高。但因家底子薄，耕牛农具不足，影响了生产的发展。我这里带来一个材料，是听取了大家的意见，跟村小学王老师商量整理的，请刘主席过目！”刘少奇接过材料，仔细看了一遍，说：“成敬常同志，你反映的情况很好。这次请你们4位来，就是想跟你们商量，经常保持通信关系。比如说，你们一年给我写两封信，反映一下乡里的情况，应该不难吧！”
齐海湘、黄端生不识字，不会写，成敬常便自告奋勇说：“信，由我来写！”
刘少奇又嘱咐大家：“请你们一定要讲真话，千万不能说假话。说错了不要紧，我不会责怪你们，更不会打棍子。你们能不能够做到？”4位老实巴交的农民代表异口同声地回答：“能够做到！”
书信往来了解实情
当时担任乡农民协会主席的王升平和乡长邓子卿，也想进京向刘少奇详细汇报，但因工作脱不开身，于是，王升平给刘少奇写了一封长信，托成敬常亲手交给刘少奇。
令王升平万万没有想到的是，一个月后的10月23日，就收到刘少奇的复信：“来信我已收到，谢谢你，反映了农村许多真实情况。”“今后希望你们每年有一次至两次的来信，请你们告诉我实在的情形……不要有任何夸大或隐藏。”
1954年，刘少奇的两个亲属不在乡里好好劳动，自作主张跑到北京。回来后到处宣扬说刘少奇如何如何热情地款待他们，还因为报矿有功，受到了奖励，给了他们一笔钱。
王升平听到后，琢磨来琢磨去，总觉得不对劲：他俩根本没发现什么新矿，有什么功可报的呢？于是，王升平便给刘少奇写了第二封信，除讲了农村的一些情况之外，还着重说到了那两人进京造成的不良影响。
未过多久，王升平就又收到了刘少奇的第二封亲笔回信：“你的来信，我已收到，谢谢你反映了真实情况。关于刘、齐二位来北京，我不知道，通过再三要求，我给了30元路费，并没有得什么奖，要他们到乡政府承认错误，再不要吹嘘，也不要来北京。”
回乡调研深入体察民情
1961年4月2日至5月16日，刘少奇轻装简从，专程来到湖南省宁乡、长沙农村进行蹲点调查。5月3日，刘少奇回到他阔别40年的故乡炭子冲，继续调查走访。
5月6日上午，刘少奇找来他的农民通讯员之一、原炭子冲大队支部书记王升平，亲切地问这问那。一阵嘘寒问暖后，话题自然而然转到工作上，刘少奇问：“你为啥犯了错误？”
“没听党的话，没听毛主席的话。”
刘少奇听了说：“我看还要加一条，没听群众的话。你把安湖塘的好田改成鱼塘，搞那么大，费了那么多的工，也不养鱼，群众当然有意见。当干部的，什么事都要和群众商量，不能唱独角戏。”
从早上到中午，刘少奇与王升平谈了3个多小时。当王升平告辞时，刘少奇紧紧握着王升平的手，嘱咐道：“今后还希望你每年给我写一两封信，一就是一，二就是二，把农村情况如实告诉我。如果信寄不到，你可以直接到北京来，为了群众的事到北京来，路费归我负担。”
刘少奇在湖南农村总共调查了44天，其中33天吃住在农村生产队，召开了20多场座谈会，走访了11个生产队，对6个生产队做了详细解剖，找各级干部、农民个别谈话，写了数万字的调查笔记，获得了大量反映农村真实情况的第一手材料，为当时党解决农村政策调整中与农民生产和生活密切相关的问题提供了确凿的依据，同时也把党的政策送到了群众心坎上，把与民同甘苦、共患难的作风展示在了群众的面前。
（摘编自《党史纵横》2018年第12期 姚远/文）"
第七版 史事通鉴,“战斗英雄”乾云清,,"
乾云清。
在抗战的艰苦岁月里，冀中平原有一个区队长，指挥平原小部队，与日本侵略者进行短兵相接的白刃战，屡次以突然袭击给敌人予歼灭性的打击，他就是战斗英雄乾云清。
乾云清，1906年出生，湖南人。少年时参加了中国工农红军，并参加了长征。
全国性抗日战争爆发后，乾云清随八路军第120师转战晋西北抗日战场，任特务团连长。不久，调冀中警备旅，任营长、作战股副股长。
1942年，日军对冀中抗日根据地进行残酷的“五一”大扫荡，实行野蛮的“三光”政策。时任冀中军区第6军分区31区队队长的乾云清，率领部队活动在深县、束鹿、赵县、晋县等地，屡次以突袭等方式给日军以迎头痛击。一次，通过连续侦察，乾云清发现，每逢护驾池“大集”，前磨头据点的日军都会全副武装地沿着新修的公路来这里“护驾”，早晨过来，下午原路返回。摸清了这一情况后，他决定在这里打个伏击。于是，在下一个护驾池“大集”到来之前，他和侦察员一起把敌人的出行路线仔仔细细地“踩”了一遍，并把伏击阵地设在了距孙家村公路50米的“青纱帐”里。护驾池“大集”这天拂晓，乾云清带着队伍在预设阵地隐蔽起来。8点半左右，当30多个鬼子从前磨头据点大摇大摆地走到距伏击阵地二三十米处时，公路两侧突然射出了密集的子弹、扔出了几颗手榴弹，许多鬼子还没明白过来就被打死在公路上。这场“一边倒”的战斗只持续了不到15分钟，30多个鬼子全部被消灭，所携带的一挺“歪把子”机枪、20多支“三八大盖”及一具掷弹筒成了八路军的战利品，我方在战斗中只损失了一员。这场伏击战的规模虽然不大，却创造了冀中第6军分区突袭敌军的模范战例，受到冀中军区通令嘉奖。
1943年5月，乾云清调任冀中警备旅40区队队长，亲自指挥了大里寺、西泽北、和庄、黄龙等20多次战斗，缴获敌军大批武器装备，活捉日伪军100余人。日军指挥官也不得不称赞：“八路军的战术高明，乾部队真是厉害！”战士们也十分信任、佩服他，常说：“跟着乾队长，天天打胜仗！”
1943年8月，我军在深县黄龙与日军展开激战。乾云清奋勇当先，战斗接近尾声时，他身中日军流弹，不幸壮烈牺牲，时年37岁。牺牲后被冀中军区追认为“战斗英雄”。
2014年，乾云清被收入选党中央、国务院批准的第一批300名著名抗日英烈和英雄群体名录。
 （新华社长沙2月14日电 记者 柳王敏）"
第七版 史事通鉴,亲历者讲述我国科技投入40年变化,,"科技创新发展离不开资金投入，但如何来衡量一个国家的科技投入水平呢？国民经济与社会发展第十个五年计划纲要提出：2005年我国全社会研发经费占国民生产总值的比例提高到1.5%以上，这是我国第一次把研发经费占GDP比例和国家计划挂钩，为什么采用这个指标？改革开放40年我国科技投入有哪些变化？
第十二届全国政协人口资源环境委员会副主任齐让，亲身参与了“十五”计划中1.5%等有关内容研究起草工作，见证了改革开放以来我国科技投入变化的历史。
全社会研发投入跃居世界第二位
无论科技创新，还是科技人才，都离不开科技的投入。这40年，我国对科技的投入应该说天翻地覆，变化非常大。
从世界各国研发投入来讲，美国大体上占全世界的研发经费投入的26%。根据2015年统计数据，我们可以占到21%，是第二位，欧洲是第三位。到2017年，我们全社会研发投入达到17500亿元。
我1995年担任国家科委条件财务司的司长，当时司里面搞了一个“条财司九五工作思路”。思路的一条主线，就是要增加科技投入。后来我到党校学习一年，就继续围绕这个题目，做研究写论文，进行研究比较、分析现状后，我提了几条建议。
第一条建议，叫“事后变事前”。我们财政投入是在不同的科目里面来反映研发经费，要一一汇总起来得出研发经费数字。国际上通行的是在财政预算里面就有研发这个科目。有了研发这个科目，一看就知道我们当年的预算是多少。第二条建议是关于企业的税收。建议“放水养鱼”，调整税收政策，特别是完善增值税，鼓励企业投入科研经费。第三条建议，提出要把研发经费占GDP1.5%这个指标，作为目标放到规划和计划里面，让它更有刚性约束。第四条建议，关于风险投资。高新技术企业可以通过市场的办法来增加科研经费投入。
将科技投入比例写入“十五”计划
国民经济与社会发展第十个五年计划纲要提出：2005年我国全社会研发经费占国民生产总值的比例提高到1.5%以上，为什么是1.5%？
1998年，我调到计划司，之后任计划司司长。当时计划司和国家计委合作，成立科技投入研究组，我担任研究组组长，为“十五”科技规划起草报告。
当时我们做了一个研发清查，想把基数搞清。那次摸底下来，2000年的时候是1%，我们心中就有底数了：每年进0.1%，到2005年，刚好1.5%。
国民经济社会发展这个大规划，是由国家计委来牵头的，以往这个规划里面没有科技投入这个指标，是我们争取来的。
研发投入，应该是全社会的研发投入，不能光依靠财政拨款。这件事情最大的意义，就在于推动全社会都重视科技投入。
加大基础研究投入比例
改革开放40年，我们的科技投入增加很快。“十三五”规划就科技创新目标提出：研究与实验发展经费投入强度要从2015年的2.1%达到2020年的2.5%。
研究研发投入和经济发展水平关系，有个S曲线。根据这个曲线，一个国家经济初创期，研发投入一般在1%以下，大概0.6%到0.8%。到成长期，可以到1%-1.5%。经济到发展期或者成熟期，达到2%-2.5%。我国现在GDP基数大了，递进0.1%，那也不得了。从2%到2.5%，这是一个很大的台阶。
从1998年到2000年测的那个点是1%，正好是S曲线的经济初创期。后面这20年，我们经过经济成长期，跨过了1.5%，现在到了2%，经济进入发展和稳定的时期。
之所以上升快，一方面当然是政府对科技投入高度认可，再有就是在税收、高新技术产业、高新技术开发区的发展等方面，国家政策好，鼓励企业研发投入。在这样的政策环境下，企业的研发投入上来了，政府的科技投入上来了，风险投资也跟进了。
改革开放这40年的发展，科技投入和科技进步关系密切。现在我国科技投入总量可以，但结构不合理。最大的短板就是基础研究占比太少。国际上通行的基础研究占比，多是在10%-15%。我们呢，多年徘徊在5%。
我认为，基础研究投入比低的话，会直接影响到原始性创新。因为基础研究是搞发现，那是前人没有做过的。我任全国政协委员10年，一直在呼吁：加大基础研究的比例，合理配置科技资源。如果问我最大的心愿是什么？那就是把科技投入的结构调整好，加大基础研究的投入，这样国家的创新才有源头活水，才有后劲儿。
（摘编自1月28日《人民政协报》 齐让/口述 杜军玲/采访整理）"
